                             Struthionidae, Strutsar
Mitrospingus oleagineus         Olive-backed Tanager         Gråmaskad tangara
Chlorothraupis carmioli         Carmioli's Tanager           Gulstrupig olivtangara
Chlorothraupis frenata          Olive Tanager                Olivtangara
Chlorothraupis olivacea         Lemon-spectacled Tanager     Glasögontangara
Chlorothraupis stolzmanni    Ochre-breasted Tanager          Ockrabröstad tangara
Orthogonys chloricterus      Olive-green Tanager             Olivgrön tangara
Eucometis penicillata        Grey-headed Tanager             Gråhuvad tangara
Lanio fulvus                 Fulvous Shrike-Tanager          Rostbukad tangara
Lanio versicolor             White-winged Shrike-Tanager     Svartkindad tangara
Lanio aurantius              Black-throated Shrike-Tanager   Svartstrupig tangara
Lanio leucothorax            White-throated Shrike-Tanager   Vitstrupig tangara
Creurgops verticalis         Rufous-crested Tanager          Orangetofsad tangara
Creurgops dentatus           Slaty Tanager                   Skiffertangara
Heterospingus xanthopygius   Scarlet-browed Tanager          Rödbrynad tangara
Heterospingus rubrifrons     Sulphur-rumped Tanager          Gulryggad tangara
Tachyphonus cristatus        Flame-crested Tanager           Rödtofsad tangara
Tachyphonus rufiventer       Yellow-crested Tanager          Gultofsad tangara
Tachyphonus surinamus        Fulvous-crested Tanager         Ockratofsad tangara
Tachyphonus luctuosus        White-shouldered Tanager        Vitskuldrad tangara
Tachyphonus delatrii         Tawny-crested Tanager           Gyllentofsad tangara
Tachyphonus coronatus        Ruby-crowned Tanager            Rödkronad tangara
Tachyphonus rufus            White-lined Tanager             Svarttangara
Tachyphonus phoenicius       Red-shouldered Tanager          Rödfläckig tangara
Trichothraupis melanops      Black-goggled Tanager           Borsttangara
Habia rubica                 Red-crowned Ant-Tanager         Röd myrtangara
Habia fuscicauda             Red-throated Ant-Tanager        Rödstrupig myrtangara
Habia atrimaxillaris         Black-cheeked Ant-Tanager       Svartkindad myrtangara
Habia gutturalis             Sooty Ant-Tanager               Sotfärgad myrtangara
Habia cristata               Crested Ant-Tanager             Kardinalmyrtangara
Piranga bidentata            Flame-coloured Tanager          Fläckvingad tangara
Piranga hepatica             Northern Hepatic-Tanager        Tegelröd tangara
Piranga lutea                Highland Hepatic-Tanager        Höglandstangara
Piranga flava                Lowland Hepatic-Tanager         Låglandstangara
Piranga rubra                Summer Tanager                  Sommartangara
Piranga roseogularis         Rose-throated Tanager           Rosenstrupstangara
Piranga olivacea             Scarlet Tanager                 Scharlakanstangara
Piranga ludoviciana          Western Tanager                 Västlig tangara
Piranga leucoptera           White-winged Tanager       Vitvingad tangara
Piranga erythrocephala       Red-headed Tanager         Rödhuvad tangara
Piranga rubriceps            Red-hooded Tanager         Rödhättad tangara
Calochaetes coccineus        Vermilion Tanager          Cinnobertangara
Ramphocelus sanguinolentus   Crimson-collared Tanager   Rödkragad tangara
Ramphocelus nigrogularis     Masked Crimson Tanager     Karminbrösttangara
Ramphocelus dimidiatus       Crimson-backed Tanager     Rödryggad tapiranga
Ramphocelus melanogaster     Huallaga Tanager           Huallagatapiranga
Ramphocelus carbo            Silver-beaked Tanager      Silvernäbbad tapiranga
Ramphocelus bresilius        Brazilian Tanager          Purpurtangara
Ramphocelus passerinii       Passerini's Tanager        Rödgumpad tapiranga
Ramphocelus costaricensis    Cherrie's Tanager          Costaricatapiranga
Ramphocelus flammigerus      Flame-rumped Tanager       Eldgumpstapiranga
Spindalis zena               Western Spindalis          Västlig streckhuvad tangara
Spindalis nigricephala       Jamaican Spindalis         Jamaikaspindalis
Spindalis dominicensis       Hispaniolan Spindalis      Hispaniolaspindalis
Spindalis portoricensis      Puerto Rican Spindalis     Puerto Ricospindalis
Thraupis episcopus           Blue-gray Tanager          Blågrå tangara
Thraupis sayaca              Sayaca Tanager             Sayacatangara
Thraupis glaucocolpa         Glaucous Tanager           Havsblå tangara
Thraupis cyanoptera          Azure-shouldered Tanager   Blåskuldrad tangara
Thraupis ornata              Golden-chevroned Tanager   Gulskuldrad tangara
Thraupis abbas               Yellow-winged Tanager      Gulvingad tangara
Thraupis palmarum            Palm Tanager               Palmtangara
Thraupis cyanocephala        Blue-capped Tanager        Blåhättetangara
Thraupis bonariensis         Blue-and-yellow Tanager    Orangetangara
Cyanicterus cyanicterus      Blue-backed Tanager        Blåryggad tangara
Bangsia arcaei               Blue-and-gold Tanager      Blågul tangara
Bangsia melanochlamys        Black-and-gold Tanager     Apelsinbröstad tangara
Bangsia rothschildi          Golden-chested Tanager     Gyllenbröstad tangara
Bangsia edwardsi             Moss-backed Tanager        Mossgrön tangara
Bangsia aureocincta          Gold-ringed Tanager        Gulstrimmad tangara
Buthraupis montana           Hooded Mountain-Tanager    Bergstangara
Buthraupis eximia               Black-chested Mountain-Tanager      Svartbröstad bergstangara
Buthraupis aureodorsalis        Golden-backed Mountain-Tanager      Gulryggad bergstangara
Buthraupis wetmorei             Masked Mountain-Tanager             Svarthalsad bergstangara
Wetmorethraupis sterrhopteron   Orange-throated Tanager             Orangebröstad tangara
Anisognathus lacrymosus         Lacrimose Mountain-Tanager          Orangeörad tangara
Anisognathus melanogenys        Santa Marta Mountain-Tanager        Santa Martatangara
Anisognathus igniventris        Scarlet-bellied Mountain-Tanager    Scharlakansbukad tangara
Anisognathus somptuosus         Blue-winged Mountain-Tanager        Blåvingad tangara
Anisognathus notabilis          Black-chinned Mountain-Tanager      Saffranstangara
Stephanophorus diadematus       Diademed Tanager                    Diademtangara
Iridosornis porphyrocephalus    Puplish-mantled Tanager             Purpurryggad tangara
Iridosornis analis              Yellow-throated Tanager             Gulstrupig tangara
Iridosornis jelskii             Golden-collared Tanager             Kanelbukad tangara
Iridosornis rufivertex          Golden-crowned Tanager              Gulkronad tangara
Iridosornis reinhardti          Yellow-scarfed Tanager              Gyllenörad tangara
Dubusia taeniata                Buff-breasted Mountain-Tanager      Silverbrynad tangara
Delothraupis castaneoventris    Chestnut-bellied Mountain-Tanager   Kastanjebukad tangara
Pipraeidea melanonota           Fawn-breasted Tanager               Ockrabukad tangara
Euphonia jamaica                Jamaican Euphonia                   Jamaikaeufonia
Euphonia plumbea                Plumbeous Euphonia                  Blygrå eufonia
Euphonia affinis                Scrub Euphonia                      Buskeufonia
Euphonia luteicapilla           Yellow-crowned Euphonia             Gulkronad eufonia
Euphonia chlorotica             Purple-throated Euphonia            Purpurstrupig eufonia
Euphonia trinitatis             Trinidad Euphonia                   Trinidadeufonia
Euphonia concinna               Velvet-fronted Euphonia             Magdalenaeufonia
Euphonia saturata               Orange-crowned Euphonia             Orangekronad eufonia
Euphonia finschi                Finsch's Euphonia                   Finscheufonia
Euphonia violacea               Violaceous Euphonia                 Guttaramaeufonia
Euphonia laniirostris           Thick-billed Euphonia               Tjocknäbbad eufonia
Euphonia hirundinacea           Yellow-throated Euphonia            Gulpannad eufonia
Euphonia chalybea               Green-chinned Euphonia              Stålblå eufonia
Euphonia musica                 Antillean Euphonia                  Antilleufonia
Euphonia elegantissima          Elegant Euphonia                    Prakteufonia
Euphonia cyanocephala       Golden-rumped Euphonia           Svartpannad eufonia
Euphonia fulvicrissa        Fulvous-vented Euphonia          Brungumpeufonia
Euphonia imitans            Spot-crowned Euphonia            Skogseufonia
Euphonia gouldi             Olive-backed Euphonia            Brunryggad eufonia
Euphonia chrysopasta        White-lored Euphonia             Vittyglad eufonia
Euphonia mesochrysa         Bronze-green Euphonia            Bronsgrön eufonia
Euphonia minuta             White-vented Euphonia            Vitgumpad eufonia
Euphonia anneae             Tawny-capped Euphonia            Brunkronad eufonia
Euphonia xanthogaster       Orange-bellied Euphonia          Orangebukad eufonia
Euphonia rufiventris        Rufous-bellied Euphonia          Rostbukad eufonia
Euphonia pectoralis         Chestnut-bellied Euphonia        Kastanjebukad eufonia
Euphonia cayennensis        Golden-sided Euphonia            Blåsvart eufonia
Chlorophonia flavirostris   Yellow-collared Chlorophonia     Gulnäbbad klorofonia
Chlorophonia cyanea         Blue-naped Chlorophonia          Blåryggad klorofonia
Chlorophonia pyrrhophrys    Chestnut-breasted Chlorophonia   Brunbukad klorofonia
Chlorophonia occipitalis    Blue-crowned Chlorophonia        Blåhuvad klorofonia
Chlorophonia callophrys     Golden-browed Chlorophonia       Guldbrynad klorofonia
Chlorochrysa phoenicotis    Glistening-green Tanager         Rödörad tangara
Chlorochrysa calliparaea    Orange-eared Tanager             Rostörad tangara
Chlorochrysa nitidissima    Multicoloured Tanager            Mångfärgad tangara
Tangara inornata            Plain-colored Tanager            Gråvit tangara
Tangara cabanisi            Azure-rumped Tanager             Azurtangara
Tangara palmeri             Grey-and-gold Tanager            Glittertangara
Tangara mexicana            Turquoise Tanager                Boliviansk tangara
Tangara chilensis           Paradise Tanager                 Paradistangara
Tangara fastuosa            Seven-colored Tanager            Prakttangara
Tangara seledon             Green-headed Tanager             Grönhuvad tangara
Tangara cyanocephala        Red-necked Tanager               Rödhalsad tangara
Tangara desmaresti          Brassy-breasted Tanager          Gulbukad tangara
Tangara cyanoventris        Gilt-edged Tanager               Blåbröstad tangara
Tangara johannae            Blue-whiskered Tanager           Blåskäggig tangara
Tangara schrankii           Green-and-gold Tanager           Grön masktangara
Tangara florida             Emerald Tanager                  Smaragdtangara
Tangara   arthus               Golden Tanager             Guldtangara
Tangara   icterocephala        Silver-throated Tanager    Silverstrupig tangara
Tangara   xanthocephala        Saffron-crowned Tanager    Saffranskronad tangara
Tangara   chrysotis            Golden-eared Tanager       Guldörad tangara
Tangara   parzudakii           Flame-faced Tanager        Brandkronad tangara
Tangara   xanthogastra         Yellow-bellied Tanager     Fjällig tangara
Tangara   punctata             Spotted Tanager            Blåhuvad fläcktangara
Tangara   guttata              Speckled Tanager           Gulhuvad fläcktangara
Tangara   varia                Dotted Tanager             Grön fläcktangara
Tangara   rufigula             Rufous-throated Tanager    Rödstrupig fläcktangara
Tangara   gyrola               Bay-headed Tanager         Rostrupig tangara
Tangara   lavinia              Rufous-winged Tanager      Rostvingad tangara
Tangara   cayana               Burnished-buff Tanager     Isabellatangara
Tangara   cucullata            Lesser Antillean Tanager   Antilltangara
Tangara   peruviana            Black-backed Tanager       Svartryggad tangara
Tangara   preciosa             Chestnut-backed Tanager    Kastanjeryggad tangara
Tangara   vitriolina           Scrub Tanager              Rostkronad tangara
Tangara   meyerdeschauenseei   Green-capped Tanager       Punotangara
